Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temp_Difference,Power,Wear_Ratio
1,303.5,312.0,1436,45.1,32,0,8.5,64763.6,0.022284122562674
1,303.4,311.9,1377,41.6,34,1,8.5,57283.2,0.0246913580246913
2,303.4,311.9,1510,42.2,36,0,8.5,63722.00000000001,0.023841059602649
2,303.4,311.9,1419,50.9,39,0,8.5,72227.09999999999,0.0274841437632135
1,303.3,311.8,1315,62.0,42,1,8.5,81530.0,0.0319391634980988
0,303.3,311.8,1806,27.7,44,0,8.5,50026.2,0.0243632336655592
0,303.3,311.8,1649,29.4,49,0,8.5,48480.6,0.0297149787750151
0,303.4,311.9,1402,50.0,54,0,8.5,70100.0,0.0385164051355206
1,303.4,311.9,1298,63.9,59,1,8.5,82942.2,0.0454545454545454
2,303.3,311.8,1441,44.9,61,0,8.5,64700.9,0.0423317140874392
2,303.3,311.8,1489,49.4,64,0,8.5,73556.59999999999,0.0429818670248488
1,303.3,311.8,1842,24.5,67,0,8.5,45129.0,0.0363735070575461
2,303.4,311.8,1316,50.9,69,1,8.400000000000034,66984.4,0.0524316109422492
2,303.3,311.8,1583,33.3,72,0,8.5,52713.9,0.045483259633607
2,303.3,311.8,1548,33.5,75,0,8.5,51858.0,0.0484496124031007
1,303.4,311.9,1434,44.6,78,0,8.5,63956.4,0.0543933054393305
0,303.5,312.0,1397,52.9,80,0,8.5,73901.3,0.0572655690765927
2,303.5,312.0,1475,42.9,85,0,8.5,63277.5,0.0576271186440678
1,303.5,312.0,1441,56.8,88,0,8.5,81848.8,0.0610687022900763
1,303.7,312.1,1363,51.8,90,1,8.400000000000034,70603.4,0.066030814380044
1,303.7,312.2,1619,34.9,92,0,8.5,56503.1,0.0568252007411982
1,303.7,312.2,1487,34.0,94,0,8.5,50558.0,0.0632145258910558
1,303.7,312.2,1568,33.8,96,0,8.5,52998.4,0.0612244897959183
1,303.7,312.3,1375,46.2,98,0,8.600000000000023,63525.00000000001,0.0712727272727272
2,303.6,312.3,1698,31.3,100,0,8.699999999999989,53147.4,0.0588928150765606
1,303.7,312.3,1606,37.4,103,0,8.600000000000023,60064.4,0.0641344956413449
1,303.7,312.3,1349,51.0,105,0,8.600000000000023,68799.0,0.0778354336545589
1,303.7,312.4,1535,38.6,107,0,8.699999999999989,59251.0,0.0697068403908794
2,303.6,312.4,1504,49.5,109,0,8.799999999999955,74448.0,0.0724734042553191
1,303.5,312.3,1946,21.1,112,0,8.800000000000011,41060.600000000006,0.0575539568345323
1,303.5,312.1,1326,55.7,114,0,8.600000000000023,73858.2,0.085972850678733
2,303.6,312.3,1915,22.3,116,0,8.699999999999989,42704.5,0.060574412532637
1,303.6,312.3,1451,43.4,119,0,8.699999999999989,62973.4,0.082012405237767
2,303.5,312.3,1624,34.8,121,0,8.800000000000011,56515.2,0.0745073891625615
1,303.6,312.4,1781,28.7,124,0,8.799999999999955,51114.7,0.0696238068500842
1,303.6,312.5,1345,54.1,126,0,8.899999999999977,72764.5,0.0936802973977695
1,303.6,312.4,1418,46.0,128,0,8.799999999999955,65228.0,0.0902679830747531
1,303.7,312.4,1718,26.5,130,0,8.699999999999989,45527.0,0.0756693830034924
2,303.7,312.4,1631,28.5,132,0,8.699999999999989,46483.5,0.0809319435928878
1,303.7,312.4,1513,40.1,135,0,8.699999999999989,60671.3,0.0892267019167217
1,303.7,312.4,1316,59.3,137,0,8.699999999999989,78038.8,0.1041033434650455
2,303.7,312.4,1474,38.8,139,0,8.699999999999989,57191.2,0.0943012211668928
1,303.8,312.5,1619,30.9,142,0,8.699999999999989,50027.1,0.0877084620135886
1,303.7,312.4,1702,31.2,144,0,8.699999999999989,53102.4,0.0846063454759107
2,303.7,312.4,1540,37.4,146,0,8.699999999999989,57596.0,0.0948051948051948
2,303.7,312.4,1546,33.7,149,0,8.699999999999989,52100.2,0.0963777490297542
1,303.7,312.4,1348,51.0,152,0,8.699999999999989,68748.0,0.1127596439169139
0,303.7,312.5,1520,35.6,154,0,8.800000000000011,54112.0,0.1013157894736842
2,303.8,312.6,1527,41.9,159,0,8.800000000000011,63981.3,0.1041257367387033
2,303.8,312.6,1406,47.1,162,0,8.800000000000011,66222.6,0.1152204836415362
1,303.7,312.5,1462,46.2,165,0,8.800000000000011,67544.40000000001,0.1128590971272229
2,303.8,312.6,1684,29.3,167,0,8.800000000000011,49341.2,0.09916864608076
0,303.8,312.5,1655,28.0,170,0,8.699999999999989,46340.0,0.1027190332326284
0,303.8,312.5,1748,25.1,175,0,8.699999999999989,43874.8,0.1001144164759725
1,303.8,312.5,1372,45.7,180,0,8.699999999999989,62700.4,0.1311953352769679
1,303.7,312.5,1481,33.3,182,0,8.800000000000011,49317.3,0.1228899392302498
1,303.7,312.4,1512,39.2,184,0,8.699999999999989,59270.4,0.1216931216931216
1,303.7,312.5,1632,36.6,186,0,8.800000000000011,59731.2,0.1139705882352941
1,303.7,312.4,1525,43.9,188,0,8.699999999999989,66947.5,0.1232786885245901
2,303.7,312.3,1756,26.4,190,0,8.600000000000023,46358.4,0.1082004555808656
1,303.7,312.3,1922,23.1,193,0,8.600000000000023,44398.2,0.1004162330905307
2,303.8,312.5,1448,44.3,195,0,8.699999999999989,64146.4,0.1346685082872928
0,303.8,312.5,1447,46.6,198,0,8.699999999999989,67430.2,0.1368348306841741
2,303.8,312.4,1597,33.4,203,0,8.599999999999966,53339.8,0.1271133375078271
2,303.7,312.4,1642,32.3,206,0,8.699999999999989,53036.6,0.125456760048721
0,303.8,312.5,1525,38.0,209,0,8.699999999999989,57950.0,0.1370491803278688
0,303.6,312.4,1460,53.7,214,0,8.799999999999955,78402.0,0.1465753424657534
1,303.6,312.3,2168,17.7,219,0,8.699999999999989,38373.6,0.1010147601476014
1,303.6,312.4,1388,41.9,221,0,8.799999999999955,58157.2,0.159221902017291
2,303.6,312.3,1630,32.4,223,0,8.699999999999989,52812.0,0.1368098159509202
1,303.6,312.3,1616,29.3,226,0,8.699999999999989,47348.8,0.1398514851485148
1,303.6,312.4,2232,16.8,0,0,8.799999999999955,37497.6,0.0
0,303.6,312.4,1480,50.7,2,0,8.799999999999955,75036.0,0.0013513513513513
1,303.6,312.4,1363,53.1,7,0,8.799999999999955,72375.3,0.0051357300073367
0,303.6,312.4,1436,45.6,9,0,8.799999999999955,65481.6,0.006267409470752
2,303.6,312.5,1607,33.7,14,0,8.899999999999977,54155.9,0.0087118855009334
2,303.6,312.5,1459,48.2,17,0,8.899999999999977,70323.8,0.0116518163125428
1,303.5,312.4,1481,43.7,20,0,8.899999999999977,64719.7,0.013504388926401
2,303.5,312.4,1606,31.7,22,0,8.899999999999977,50910.2,0.0136986301369863
1,303.5,312.3,1681,29.8,25,0,8.800000000000011,50093.8,0.0148720999405116
1,303.5,312.2,1511,37.1,27,0,8.699999999999989,56058.1,0.0178689609530112
2,303.5,312.3,1593,35.2,29,0,8.800000000000011,56073.600000000006,0.0182046453232893
2,303.5,312.3,1532,41.7,32,0,8.800000000000011,63884.4,0.02088772845953
0,303.5,312.3,1386,49.0,35,0,8.800000000000011,67914.0,0.0252525252525252
0,303.4,312.3,1769,27.9,40,0,8.900000000000034,49355.1,0.0226116449971735
2,303.4,312.2,1561,38.2,45,0,8.800000000000011,59630.2,0.0288276745675848
1,303.3,312.2,1457,40.7,48,0,8.899999999999977,59299.9,0.0329444063143445
1,303.3,312.2,1506,40.0,50,0,8.899999999999977,60240.0,0.0332005312084993
1,303.4,312.2,1337,69.4,52,1,8.800000000000011,92787.8,0.0388930441286462
1,303.4,312.3,1287,54.8,54,0,8.900000000000034,70527.59999999999,0.0419580419580419
2,303.4,312.2,1615,35.7,56,0,8.800000000000011,57655.50000000001,0.0346749226006192
2,303.4,312.2,1972,23.5,59,0,8.800000000000011,46342.0,0.029918864097363
0,303.4,312.3,1522,42.1,62,0,8.900000000000034,64076.2,0.0407358738501971
1,303.4,312.3,1680,30.6,67,0,8.900000000000034,51408.0,0.0398809523809523
1,303.4,312.3,1502,36.0,69,0,8.900000000000034,54072.0,0.0459387483355525
2,303.5,312.3,1543,33.3,71,0,8.800000000000011,51381.9,0.0460142579390797
1,303.5,312.3,1584,35.2,74,0,8.800000000000011,55756.8,0.0467171717171717
1,303.5,312.4,1340,44.5,76,0,8.899999999999977,59630.0,0.0567164179104477
1,303.4,312.3,1663,33.9,78,0,8.900000000000034,56375.7,0.0469031870114251
2,303.3,312.1,1693,30.0,80,0,8.800000000000011,50790.0,0.0472533963378617
1,303.3,312.1,1418,44.7,83,0,8.800000000000011,63384.600000000006,0.0585331452750352
0,303.4,312.2,1554,36.8,85,0,8.800000000000011,57187.2,0.0546975546975547
1,303.4,312.2,1580,35.8,90,0,8.800000000000011,56563.99999999999,0.0569620253164556
1,303.4,312.3,1479,42.8,92,0,8.900000000000034,63301.2,0.0622041920216362
1,303.5,312.4,1284,70.6,94,1,8.899999999999977,90650.4,0.073208722741433
1,303.4,312.3,1540,38.7,96,0,8.900000000000034,59598.00000000001,0.0623376623376623
2,303.5,312.4,1606,30.1,98,0,8.899999999999977,48340.600000000006,0.0610211706102117
1,303.6,312.5,1286,62.4,101,0,8.899999999999977,80246.4,0.0785381026438569
1,303.6,312.6,1502,39.5,103,0,9.0,59329.0,0.0685752330226364
2,303.6,312.7,1699,31.5,105,0,9.099999999999966,53518.5,0.0618010594467333
1,303.5,312.6,1602,34.2,108,0,9.100000000000025,54788.4,0.0674157303370786
0,303.6,312.6,1436,42.0,110,0,9.0,60312.0,0.0766016713091922
2,303.6,312.7,1765,27.5,115,0,9.099999999999966,48537.5,0.065155807365439
1,303.6,312.7,1418,44.1,118,0,9.099999999999966,62533.8,0.083215796897038
2,303.7,312.7,1669,31.7,120,0,9.0,52907.3,0.0718993409227082
1,303.7,312.7,1395,53.9,123,0,9.0,75190.5,0.0881720430107526
2,303.8,312.7,1500,41.7,125,0,8.899999999999977,62550.00000000001,0.0833333333333333
2,303.8,312.7,1555,33.4,128,0,8.899999999999977,51937.0,0.0823151125401929
2,303.8,312.7,1919,20.2,131,0,8.899999999999977,38763.8,0.068264721208963
1,303.8,312.7,1596,36.6,134,0,8.899999999999977,58413.600000000006,0.0839598997493734
2,303.8,312.7,1374,53.6,136,0,8.899999999999977,73646.40000000001,0.098981077147016
1,303.7,312.5,1670,26.1,139,0,8.800000000000011,43587.0,0.0832335329341317
1,303.7,312.6,1702,29.1,141,0,8.900000000000034,49528.2,0.0828437132784958
2,303.8,312.5,1366,45.1,143,0,8.699999999999989,61606.6,0.1046852122986822
2,303.8,312.5,2344,15.2,146,0,8.699999999999989,35628.8,0.0622866894197952
2,303.8,312.6,1768,23.9,149,0,8.800000000000011,42255.2,0.0842760180995475
1,303.8,312.5,1523,47.0,152,0,8.699999999999989,71581.0,0.0998030203545633
1,303.8,312.6,1735,25.9,154,0,8.800000000000011,44936.5,0.0887608069164265
1,303.9,312.7,1339,62.3,156,0,8.800000000000011,83419.7,0.116504854368932
1,303.9,312.7,1800,24.3,158,0,8.800000000000011,43740.0,0.0877777777777777
2,304.0,312.7,1456,51.2,160,0,8.699999999999989,74547.2,0.1098901098901098
1,303.9,312.7,1789,24.4,163,0,8.800000000000011,43651.6,0.0911123532699832
1,303.9,312.7,1602,33.9,165,0,8.800000000000011,54307.8,0.1029962546816479
2,303.8,312.7,1364,49.3,167,0,8.899999999999977,67245.2,0.1224340175953079
1,303.8,312.6,1793,28.1,170,0,8.800000000000011,50383.3,0.0948131622978248
1,303.9,312.6,1426,53.4,172,0,8.700000000000045,76148.4,0.1206171107994389
2,303.9,312.7,1485,43.3,174,0,8.800000000000011,64300.49999999999,0.1171717171717171
1,303.9,312.7,1528,38.4,177,0,8.800000000000011,58675.2,0.1158376963350785
1,303.8,312.6,1565,36.0,179,0,8.800000000000011,56340.0,0.1143769968051118
1,303.8,312.7,1838,27.8,181,0,8.899999999999977,51096.4,0.0984766050054407
0,303.8,312.6,1811,24.9,183,0,8.800000000000011,45093.9,0.1010491441192711
1,303.8,312.7,1461,38.2,188,0,8.899999999999977,55810.2,0.1286789869952087
1,303.8,312.7,1414,41.7,190,0,8.899999999999977,58963.8,0.1343705799151343
1,303.7,312.7,1426,45.5,192,0,9.0,64883.0,0.1346423562412342
1,303.7,312.7,1359,56.8,194,1,9.0,77191.2,0.1427520235467255
1,303.7,312.7,1540,44.8,196,0,9.0,68992.0,0.1272727272727272
1,303.6,312.7,1429,47.7,198,0,9.099999999999966,68163.3,0.1385584324702589
2,303.7,312.7,1612,36.3,200,0,9.0,58515.6,0.1240694789081885
2,303.7,312.8,1685,31.8,203,0,9.100000000000025,53583.0,0.1204747774480712
2,303.7,312.8,1558,37.7,206,0,9.100000000000025,58736.600000000006,0.1322207958921694
1,303.7,313.0,1811,24.3,209,0,9.300000000000011,44007.3,0.1154058531198233
1,303.8,313.1,1869,25.8,211,0,9.300000000000011,48220.2,0.1128945960406634
1,303.8,313.1,1256,58.7,213,1,9.300000000000011,73727.2,0.1695859872611465
2,303.8,313.0,1789,23.5,215,0,9.199999999999989,42041.5,0.1201788708775852
1,303.7,312.9,1502,40.5,0,0,9.199999999999989,60831.0,0.0
2,303.7,313.0,1303,54.4,2,0,9.300000000000011,70883.2,0.0015349194167306
1,303.8,313.1,2497,13.0,5,1,9.300000000000011,32461.0,0.0020024028834601
1,303.9,313.2,1499,37.4,7,0,9.300000000000011,56062.6,0.0046697798532354
1,303.9,313.2,1393,46.5,9,0,9.300000000000011,64774.5,0.0064608758076094
2,303.9,313.0,1475,41.0,11,0,9.100000000000025,60475.0,0.007457627118644
1,303.8,312.9,1573,34.6,14,0,9.099999999999966,54425.8,0.0089001907183725
1,303.8,312.9,1819,23.7,16,0,9.099999999999966,43110.3,0.0087960417811984
2,303.5,312.6,1642,29.4,18,0,9.100000000000025,48274.8,0.0109622411693057
1,303.6,312.6,1540,39.8,21,0,9.0,61291.99999999999,0.0136363636363636
2,303.6,312.8,1400,43.2,23,0,9.199999999999989,60480.00000000001,0.0164285714285714
2,303.6,312.8,2659,11.4,26,1,9.199999999999989,30312.6,0.0097781120722075
2,303.6,312.8,1825,25.2,29,0,9.199999999999989,45990.0,0.0158904109589041
2,303.7,312.9,1532,41.3,32,0,9.199999999999989,63271.6,0.02088772845953
1,303.7,312.8,1832,23.6,35,0,9.100000000000025,43235.2,0.0191048034934497
2,303.6,312.7,2174,17.6,37,0,9.099999999999966,38262.4,0.0170193192272309
1,303.7,312.8,1627,31.7,40,0,9.100000000000025,51575.9,0.0245851259987707
1,303.7,312.8,1437,51.3,42,0,9.100000000000025,73718.09999999999,0.0292275574112734
1,303.7,312.8,1364,46.3,44,0,9.100000000000025,63153.2,0.032258064516129
2,303.7,312.9,1444,52.7,46,0,9.199999999999989,76098.8,0.0318559556786703
2,303.7,312.8,1366,47.3,49,0,9.100000000000025,64611.8,0.0358711566617862
1,303.8,312.9,1442,48.3,52,0,9.099999999999966,69648.59999999999,0.0360610263522884
0,303.7,312.8,1488,42.8,54,0,9.100000000000025,63686.4,0.0362903225806451
1,303.7,312.8,1523,40.7,59,0,9.100000000000025,61986.100000000006,0.0387393302692055
1,303.7,312.8,1543,38.3,61,0,9.100000000000025,59096.9,0.0395333765392093
2,303.7,312.8,1634,33.8,63,0,9.100000000000025,55229.2,0.0385556915544675
2,303.8,312.9,1815,27.8,66,0,9.099999999999966,50457.0,0.0363636363636363
2,303.8,312.9,1594,35.2,69,0,9.099999999999966,56108.8,0.0432873274780426
1,303.8,313.0,1452,38.6,72,0,9.199999999999989,56047.2,0.0495867768595041
1,303.9,313.0,1759,28.4,74,0,9.100000000000025,49955.6,0.0420693575895395
1,303.9,313.0,1408,47.5,76,0,9.100000000000025,66880.0,0.0539772727272727
1,303.9,313.0,1483,45.0,78,0,9.100000000000025,66735.0,0.052596089008766
2,303.9,313.0,1620,36.6,80,0,9.100000000000025,59292.0,0.0493827160493827
2,304.0,313.1,1466,39.5,83,0,9.100000000000025,57907.0,0.0566166439290586
1,304.1,313.1,1556,36.3,86,0,9.0,56482.8,0.0552699228791773
1,304.0,313.0,1350,61.1,88,0,9.0,82485.0,0.0651851851851851
1,304.0,313.1,1404,47.1,90,0,9.100000000000025,66128.40000000001,0.0641025641025641
2,304.0,313.0,1575,34.5,92,0,9.0,54337.5,0.0584126984126984
1,303.9,313.1,1639,29.0,95,0,9.200000000000044,47531.0,0.0579621720561317
2,303.9,313.1,1473,42.8,97,0,9.200000000000044,63044.4,0.0658520027155465
1,303.9,313.2,1481,40.0,100,0,9.300000000000011,59240.0,0.0675219446320054
1,304.0,313.3,1294,54.6,102,0,9.300000000000011,70652.40000000001,0.0788253477588871
2,303.9,313.2,1630,29.3,104,0,9.300000000000011,47759.0,0.0638036809815951
2,303.9,313.2,1624,39.8,107,0,9.300000000000011,64635.2,0.0658866995073891
2,303.9,313.1,1437,48.3,110,0,9.200000000000044,69407.09999999999,0.0765483646485734
2,303.8,313.0,1514,45.0,113,0,9.199999999999989,68130.0,0.0746367239101717
2,304.0,313.1,1694,31.4,116,0,9.100000000000025,53191.6,0.0684769775678866
1,304.0,313.1,1564,50.9,119,0,9.100000000000025,79607.59999999999,0.0760869565217391
2,303.9,313.1,1514,41.1,121,0,9.200000000000044,62225.4,0.0799207397622192
2,304.0,313.2,1500,40.6,124,0,9.199999999999989,60900.0,0.0826666666666666
1,304.0,313.2,1615,37.8,127,0,9.199999999999989,61046.99999999999,0.0786377708978328
2,304.1,313.2,1586,41.1,129,0,9.099999999999966,65184.600000000006,0.0813366960907944
1,304.1,313.3,1732,28.5,132,0,9.199999999999989,49362.0,0.0762124711316397
0,304.1,313.3,1689,32.5,134,0,9.199999999999989,54892.5,0.0793368857312019
0,304.1,313.2,1586,34.6,139,0,9.099999999999966,54875.600000000006,0.0876418663303909
1,304.0,313.2,1314,47.1,144,0,9.199999999999989,61889.4,0.1095890410958904
1,304.1,313.2,1569,35.8,146,0,9.099999999999966,56170.2,0.0930528999362651
1,304.1,313.2,1468,39.4,148,0,9.099999999999966,57839.2,0.1008174386920981
1,304.1,313.2,1412,47.5,150,0,9.099999999999966,67070.0,0.1062322946175637
2,304.1,313.2,1510,46.9,152,0,9.099999999999966,70819.0,0.1006622516556291
2,304.1,313.2,1410,42.4,155,0,9.099999999999966,59784.0,0.1099290780141844
2,304.1,313.3,1680,29.3,158,0,9.199999999999989,49224.0,0.094047619047619
0,304.0,313.2,1271,68.6,161,1,9.199999999999989,87190.59999999999,0.1266719118804091
0,304.0,313.1,1472,45.5,166,0,9.100000000000025,66976.0,0.1127717391304347
0,304.0,313.0,1701,30.4,171,0,9.0,51710.4,0.1005291005291005
1,303.9,313.0,1480,39.9,176,0,9.100000000000025,59052.0,0.1189189189189189
1,303.9,313.0,1433,48.4,178,0,9.100000000000025,69357.2,0.1242149337055129
1,303.8,312.9,1514,34.3,180,0,9.099999999999966,51930.2,0.11889035667107
1,303.8,312.9,1619,35.7,182,0,9.099999999999966,57798.3,0.1124150710315009
0,303.8,312.9,1378,45.6,184,0,9.099999999999966,62836.8,0.1335268505079825
2,303.9,312.9,1430,53.5,189,0,9.0,76505.0,0.1321678321678321
1,303.8,312.9,1367,49.9,192,0,9.099999999999966,68213.3,0.1404535479151426
1,303.9,312.9,1526,42.5,194,0,9.0,64855.0,0.127129750982962
1,303.9,312.8,1419,47.9,196,0,8.900000000000034,67970.09999999999,0.1381254404510218
1,304.0,312.8,1542,42.7,198,0,8.800000000000011,65843.40000000001,0.1284046692607003
1,304.0,312.9,1363,62.5,200,1,8.899999999999977,85187.5,0.1467351430667645
1,304.0,312.9,1313,53.9,202,0,8.899999999999977,70770.7,0.1538461538461538
0,304.0,312.9,1495,46.6,0,0,8.899999999999977,69667.0,0.0
1,304.0,313.0,1407,42.1,5,0,9.0,59234.7,0.0035536602700781
1,304.1,313.0,1566,37.2,7,0,8.899999999999977,58255.2,0.0044699872286079
1,304.1,313.1,1550,30.9,9,0,9.0,47895.0,0.0058064516129032
2,304.2,313.2,1396,50.5,11,0,9.0,70498.0,0.0078796561604584
2,304.3,313.3,1540,39.0,14,0,9.0,60060.0,0.009090909090909
2,304.2,313.2,1380,48.7,17,0,9.0,67206.0,0.0123188405797101
2,304.2,313.1,1608,31.1,20,0,8.900000000000034,50008.8,0.0124378109452736
0,304.2,313.0,1442,40.9,23,0,8.800000000000011,58977.8,0.0159500693481276
1,304.1,313.0,1408,45.3,28,0,8.899999999999977,63782.4,0.0198863636363636
2,304.0,313.0,1454,46.8,30,0,9.0,68047.2,0.0206327372764786
1,304.1,313.1,1666,34.6,33,0,9.0,57643.600000000006,0.0198079231692677
1,304.1,313.2,1366,46.6,35,0,9.099999999999966,63655.6,0.0256222547584187
1,304.2,313.2,1464,44.9,37,0,9.0,65733.59999999999,0.0252732240437158
1,304.3,313.3,1775,24.9,39,0,9.0,44197.5,0.0219718309859154
2,304.3,313.4,1482,43.8,41,0,9.099999999999966,64911.6,0.0276653171390013
2,304.2,313.4,1411,54.8,44,0,9.199999999999989,77322.8,0.0311835577604535
1,304.2,313.3,1410,51.6,47,0,9.100000000000025,72756.0,0.0333333333333333
2,304.1,313.3,1494,39.0,49,0,9.199999999999989,58266.0,0.0327978580990629
0,304.1,313.2,1590,43.4,52,0,9.099999999999966,69006.0,0.0327044025157232
1,304.1,313.1,1327,54.1,57,0,9.0,71790.7,0.0429540316503391
1,304.1,313.1,1969,20.8,59,0,9.0,40955.2,0.0299644489588623
2,304.0,313.0,1377,56.0,61,0,9.0,77112.0,0.0442992011619462
1,304.0,313.0,1541,45.9,64,0,9.0,70731.9,0.0415314730694354
2,304.0,313.0,1685,28.2,66,0,9.0,47517.0,0.0391691394658753
1,304.0,313.1,1465,41.0,69,0,9.100000000000025,60065.0,0.047098976109215
2,303.9,313.1,1483,47.2,71,0,9.200000000000044,69997.6,0.0478759271746459
2,303.9,313.2,1570,40.7,74,0,9.300000000000011,63899.00000000001,0.0471337579617834
1,303.9,313.2,1345,48.2,77,0,9.300000000000011,64829.00000000001,0.0572490706319702
2,303.9,313.2,1608,40.6,79,0,9.300000000000011,65284.8,0.0491293532338308
2,304.0,313.3,1415,52.8,82,0,9.300000000000011,74712.0,0.0579505300353356
2,304.1,313.5,1470,45.8,85,0,9.399999999999975,67326.0,0.0578231292517006
2,304.1,313.5,1428,39.9,88,0,9.399999999999975,56977.2,0.0616246498599439
0,304.2,313.5,1627,32.2,91,0,9.300000000000011,52389.4,0.0559311616472034
1,304.2,313.4,1457,49.4,96,0,9.199999999999989,71975.8,0.065888812628689
1,304.2,313.4,1475,40.2,98,0,9.199999999999989,59295.00000000001,0.0664406779661016
1,304.2,313.5,1438,50.1,100,0,9.300000000000011,72043.8,0.0695410292072322
2,304.2,313.5,1437,47.2,102,0,9.300000000000011,67826.40000000001,0.0709812108559499
2,304.1,313.4,1518,42.4,105,0,9.299999999999956,64363.2,0.0691699604743083
2,304.1,313.5,1587,33.6,108,0,9.399999999999975,53323.2,0.0680529300567107
1,304.1,313.4,1399,43.7,111,0,9.299999999999956,61136.3,0.0793423874195854
1,304.1,313.5,1469,44.6,113,0,9.399999999999975,65517.4,0.0769230769230769
1,304.1,313.4,1374,56.6,115,0,9.299999999999956,77768.40000000001,0.0836972343522561
1,304.0,313.3,1519,36.7,117,0,9.300000000000011,55747.3,0.0770243581303489
1,303.9,313.2,1540,44.4,119,0,9.300000000000011,68376.0,0.0772727272727272
1,303.9,313.3,1394,51.6,121,0,9.400000000000034,71930.40000000001,0.0868005738880918
2,304.0,313.4,1389,45.8,123,0,9.399999999999975,63616.2,0.0885529157667386
2,304.0,313.5,1732,26.2,126,0,9.5,45378.4,0.0727482678983833
1,304.1,313.6,1556,37.4,129,0,9.5,58194.4,0.082904884318766
2,304.1,313.6,1441,43.7,131,0,9.5,62971.7,0.0909090909090909
